[34646, The Centurions (The Centurions  #1), Damion Hunter, 4.14, 345296915, 9.78035E+12, eng, 384, 44, 7, 11/12/1981, Ballantine Books]
[40450, Market Forces, Richard K. Morgan, 3.59, 345457749, 9.78035E+12, eng, 464, 5593, 264, 3/1/2005, Ballantine Books]
[16779, The Case of the Terrified Typist (Perry Mason #49), Erle Stanley Gardner, 3.75, 034591483X, 9.78035E+12, eng, 154, 591, 31, 7/1/1999, Ballantine Books]
[6800, Easy Labor: Every Woman's Guide to Choosing Less Pain and More Joy During Childbirth, William Camann/Kathryn    Alexander, 3.45, 345476638, 9.78035E+12, eng, 311, 234, 77, 1/31/2006, Ballantine Books]
[34760, All I Really Need to Know I Learned in Kindergarten, Robert Fulghum, 4.03, 034546639X, 9.78035E+12, eng, 240, 17354, 650, 5/4/2004, Ballantine Books]
[15549, Armageddon's Children (Genesis of Shannara  #1), Terry Brooks, 4.1, 345484088, 9.78035E+12, eng, 371, 12609, 524, 9/30/2006, Ballantine Books]
[28867, The Princes of Ireland (The Dublin Saga  #1), Edward Rutherfurd, 3.86, 345472357, 9.78035E+12, eng, 778, 10514, 865, 3/1/2005, Ballantine Books]
[32096, The All-True Travels and Adventures of Lidie Newton, Jane Smiley, 3.57, 449910830, 9.78045E+12, eng, 452, 2149, 256, 12/29/1998, Ballantine Books]
[45382, Schmidt Delivered (Schmidt  #2), Louis Begley, 3.61, 345440838, 9.78035E+12, en-US, 320, 107, 12, 10/30/2001, Ballantine Books]
[45378, Wartime Lies, Louis Begley, 3.71, 449001172, 9.78045E+12, eng, 240, 524, 54, 10/15/1997, Ballantine Books]
[10880, The Proud Highway: Saga of a Desperate Southern Gentleman  1955-1967, Hunter S. Thompson/Douglas Brinkley, 4.14, 345377966, 9.78035E+12, eng, 720, 2961, 116, 4/7/1998, Ballantine Books]
[32276, Dragons of Eden: Speculations on the Evolution of Human Intelligence, Carl Sagan, 4.18, 345346297, 9.78035E+12, eng, 271, 15444, 475, 12/12/1986, Ballantine Books]
[32258, Body Double (Rizzoli & Isles  #4), Tess Gerritsen, 4.17, 034545894X, 9.78035E+12, en-US, 432, 36595, 1205, 7/26/2005, Ballantine Books]
[32254, The Mephisto Club (Rizzoli & Isles  #6), Tess Gerritsen, 4.02, 345476999, 9.78035E+12, eng, 355, 27697, 1190, 9/12/2006, Ballantine Books]
[32255, Vanish (Rizzoli & Isles  #5), Tess Gerritsen, 4.12, 345476980, 9.78035E+12, eng, 401, 46863, 1157, 8/29/2006, Ballantine Books]
[22898, The Probable Future, Alice Hoffman, 3.83, 345455916, 9.78035E+12, eng, 352, 11910, 965, 6/1/2004, Ballantine Books]
[32226, Horse Heaven, Jane Smiley, 3.88, 804119430, 9.7808E+12, eng, 640, 4583, 328, 8/26/2003, Ballantine Books]
[16948, Children of God (The Sparrow  #2), Mary Doria Russell, 4.06, 044900483X, 9.78045E+12, eng, 451, 15158, 1417, 2/2/1999, Ballantine Books]
[13069, Naked Came the Manatee, Carl Hiaasen/Elmore Leonard/Dave Barry/James W. Hall/Edna Buchanan/Les Standiford/Paul Levine/Brian Antoni/Tananarive Due/John Dufresne/Vicki Hendricks/Carolina Hospital/Evelyn Mayerson, 3.48, 449001245, 9.78045E+12, eng, 208, 2303, 161, 1/20/1998, Ballantine Books]
[10993, The Eight, Katherine Neville, 3.91, 345419081, 9.78035E+12, eng, 624, 536, 60, 6/23/1997, Ballantine Books]
[34909, The Dragon Doesn't Live Here Anymore: Living Fully  Loving Freely, Alan Cohen, 4.27, 449908402, 9.78045E+12, eng, 416, 179, 16, 8/3/1993, Ballantine Books]
[31054, For the Love of a Dog: Understanding Emotion in You and Your Best Friend, Patricia B. McConnell, 4.33, 345477146, 9.78035E+12, en-US, 382, 2132, 132, 8/29/2006, Ballantine Books]
[15819, While I Was Gone, Sue Miller, 3.69, 345420748, 9.78035E+12, eng, 352, 239, 28, 11/26/2002, Ballantine Books]
[15764, The Amateur Marriage, Anne Tyler, 3.62, 345472454, 9.78035E+12, eng, 342, 12986, 1112, 1/31/2006, Ballantine Books]
[9355, Until I Find You, John Irving, 3.63, 345479726, 9.78035E+12, eng, 820, 22547, 1371, 5/30/2006, Ballantine Books]
[9350, The Virtues of Aging, Jimmy Carter, 3.55, 345425928, 9.78035E+12, eng, 160, 221, 36, 10/13/1998, Ballantine Books]
[9376, Fannie Flagg's Original Whistle Stop Cafe Cookbook, Fannie Flagg, 4.19, 449910288, 9.78045E+12, eng, 224, 911, 42, 9/11/1995, Ballantine Books]
[21787, The Princess Bride, William Goldman, 4.26, 345418263, 9.78035E+12, eng, 456, 703676, 13878, 7/15/2003, Ballantine Books]
[31182, The Tin Can Tree, Anne Tyler, 3.6, 449911896, 9.78045E+12, eng, 264, 2384, 91, 8/27/1996, Ballantine Books]
[31181, Breathing Lessons, Anne Tyler, 3.66, 345485599, 9.78035E+12, eng, 350, 20474, 1140, 9/26/2006, Ballantine Books]
[31180, Celestial Navigation, Anne Tyler, 3.79, 449911802, 9.78045E+12, eng, 288, 3403, 159, 8/27/1996, Ballantine Books]
[4595, The Genome War: How Craig Venter Tried to Capture the Code of Li
